Wikipedia 	930: Hucbaldo, monje y ⁇  de la zona de ⁇  (artículo 840).	930: Hucbaldo, monje ha atõi ojapóva Hyãsia pegua (ary reñói 840).
Wikipedia 	El nombre de la estrella es Venus, que es la antorcha del sol.	Mbyja Ko'ẽ hérava avei Venus ha'e peteĩ mbyjajere (planeta) oĩ Mbyjajerety Kuarahy reheguape.
Wikipedia 	Si el hombre no está seguro de que su padre sea el que no hizo el "Couvade".	Pe kuimba'e ndoikuaaporãirõ ha'eha pe mitã ru ndojapói pe "Couvade".
Wikipedia 	Orangutan Cultures Online Borneo Orangutan Survival Orangutan Foundation de Biruté Mary Galdikas es un museo que forma parte de un grupo de personas creadas a partir de un conocimiento práctico, de la ciencia, de la experiencia o de la ciencia y que les muestra a través de sus medios cuáles pueden estar en el lugar o no.	Wikispecies Orangutan Cultures Online Borneo Orangutan Survival Orangutan Foundation de Biruté Mary Galdikas Peteĩ musaróga ha'e peteĩ moĩrenda oñongatúva peteĩ aty avajapopyre ha ambue mba'e tekotevẽva mba'eporã, tembikuaaty, tembiasakue térã arandukuaáre ha ohechauka chupekuéra itaverukuéra rupi ikatúva oĩmeme upépe térã ndameméi.
Wikipedia 	Los pobladores viven en ganado vacuno y granjas donde se siembran alimentos.	Tapichakuéra omba'apo mymbakuéra ñeñomáme ha avei kokuépe oñeñotỹhápe hi'upyrãkuéra.
Wikipedia 	1908: Mel Blanc, la viuda de ⁇ , murió en 1989.	1908: Mel Blanc, mba'eapohára de voz Tetãvore Joapykuéra pegua (ary omano: 1989).
Wikipedia 	1950: Rosarito Vera, educadora de la Argentina (argentina: 1872).	1950: Rosarito Vera, educadora Argentina pegua (ary reñói: 1872).
Wikipedia 	Continuó pasando por muchos arroyos: Ao Tacuatí Ao Ropé Ao Piribebuy, con Ao Rope en el intento de forjar una represa.	Koárupi ohasa ko'ã arroyo-kuéra: Aº Tacuatí Aº Ropé Aº Piribebuy, ko Aº Rope ndive ojohupytyháre ojapóva peteĩ y jepo.
Wikipedia 	El rico me ha comido muy bien.	Ha'ete vaicha aguiete ñaimémava yvagagui.
Wikipedia 	1977: Roberto Rossellini, cineasta de la Felicidad (artículo 1906).	1977: Roberto Rossellini, cineasta Itália pegua (ary reñói 1906).
Wikipedia 	1857: Williamina Fleming, magnate de la isla (la muerte en el año ⁇ ).	1857: Williamina Fleming, astrónoma Vyretáña pegua (ñemano ary 1911).
Wikipedia 	Entonces dos de los comandantes se dieron cuenta de que al comandante le iban a matar, por lo que se retiraron desde el primer día.	Upémaro umi mokõi mburuvicha ohechakuaa upe ñorairõ guasúpe ojojukapataha hikuái; upévare oñemomombyry ñepyrũ upe ára guive.
Wikipedia 	Los ánimos caldeados por estos pobladores son ignorantes y desconocen la realidad histórica del 5,9%.	Tapichakuéra nomoñe'ẽ ha ndohaikuaáiva haipyre 5,9%.
Wikipedia 	Y él nos ha contado de una vez por todas todas las cosas que hizo.	Kóva ñanemomandu'a peteĩ ñe'ẽre -ñe'ẽretepýpe- imyengoviaha rupive.
Wikipedia 	1946: Robert Jarvik, físico e inventor de la Patria.	1946: Robert Jarvik, físico e inventor Tetã peteĩ reko Amérikagua pegua.
Wikipedia 	De hecho, la bufanda de la justicia busca buscar refugio bajo la justicia.	Añetehápe, ku tekoiterape oheka avano'õ oikotaha tekojoja, jakupyty ha joja guýpe.
Wikipedia 	Con permiso para la realización de su turismo ecológico, además de que los turistas pueden acudir a los trabajos de recreación, la ciudad cuenta con infraestructura para el futuro, algunos hoteles, albergues y albergues, algunos bien cuidados que son como la estrella, y algunos inexpertos.	Pukúpe ojejapo turismo ecológico, avei umi turista-kuéra ikatu ou ko'ápe tembiapokuéragui jepytu'urã, ko táva oguereko upevarã ombohupa haguã tapicha oúvape ko'ápe, oĩ hotel-kuéra, hostales ha avei albergue-kuéra, umi oñeñangareko porãitemiha ha'éva po estrella, avei umi ndahepyietéva.
Wikipedia 	Los servicios de salud de los perros, que son muy buenos, están siempre disponibles entre los pacientes.	Jagua ñepohãno ningo iporãiterei ojehapejoko hag̃ua ko mba'asy tapicha apytépe.
Wikipedia 	Lamenta el regreso del Señor Jesucristo, mi padrino, mi abogado, el querellante, el querellante, después del terror.	Apoha mbyasy ambue Chejára Hesu, chemoñangára, chepesyrõhára, tembijojamiringatúva, cheangaipakuéra, rireragui kyhyje.
Wikipedia 	1763: Louis Nicolas Vauquelin, de la farmacia de ⁇  (la muerte en el año 1829).	1763: Louis Nicolas Vauquelin, farmacéutico Hyãsia pegua (ñemano ary 1829).
Wikipedia 	Patricia Kogut. . ..	Patrícia Kogut. . .
Wikipedia 	Espero que tengamos dos cosas más que aclarar: la palabra que cambió.	Aipóramo jaguereko mokõi mba'e tekotevẽva ñamyesakã: ñe'ẽ moambueha.
Wikipedia 	Allí había cuatro seres vivientes que tenían autoridad sobre los seres humanos.	Oĩ upépe irundy yvy ijarateéva ha peteĩ tetã poguýpe oĩva ojáva ypa rehe.
Wikipedia 	1803: Thomas Lovell Beddoes, poeta, escritor y médico de la Universidad de Cambridge (la muerte del año 1849).	1803: Thomas Lovell Beddoes, ñe'ẽpapára, tembiasagua'u haihára ha pohanohára Vyretáña pegua (ñemano ary 1849).
Wikipedia 	Él es el gran hombre que quería conquistar el país en el medio de Europa.	Ha'e ko karai itavýva ojagarrase retã entéro Europape.
Wikipedia 	1936: Renaldo "Obie" Benson, de la banda The Four Tops (Muerto: 2005).	1936: Renaldo "Obie" Benson, opurahéiva Tetãvore Joapykuéra pegua, de la banda The Four Tops (ary omano: 2005).
Wikipedia 	Desde Darwin es la primera vez que se cree que el hombre es hijo del karaja.	Darwin guive ojeguerovia ñepyrũ ava ha'eha karaja ñemoñare.
Wikipedia 	A OB E E Y G H I  ⁇  K M M M N N N N N N N N N N N N N N N N N N N N N N N N N N ND  ⁇  P R S T U U Ur Ur Ur Urén X Y  ⁇   ⁇  Tupi y la lengua guaraní Nheengatu Tembé Avañellah Tokio ( ⁇  la Operación Financiana Tokio) es	A Ã B E Ẽ G H I Ĩ Ĩ K M MB N ND NG NH O Õ P R S T U Ũ Ũ X Y Ỹ Ỹ Tupi ha guarani ñe'ẽ Nheengatú Tembé Avañe'ẽ Tokio (東京都 Tōkyō-to) ha'ehína tavusu Hapõ retã pegua, opyta kuarahyresẽ mbytépe retãme.
Wikipedia 	La familia de los campesinos de todo el distrito estaba compuesta por la leche, el algodón, la miel, la caña de azúcar, el mandioca, el sésamo, el cedro paraguayo, la soja, el papa, la alfalfa, las frutas, el mandioca y el trigo, y la jirasol.	Kokue pegua ko distrito tuichakue jave oĩ ñemitymby, mandyju, pety, takuare'ẽ, mandi'o, sésamo, cedrón paraguái, soja, papa, alfalfa, yva, manduvi ha trigo, avei girasol.
Wikipedia 	Pablo Winfield, el levita de ⁇ , en el año 2004,	1941: Paul Winfield, mba'eapohára Tetã peteĩ reko Amérikagua pegua (ñemano ary 2004).
Wikipedia 	Los Ángeles comenzó con su ciudad el día 4 de abril del año 1850.	Los Ángeles oñepyrũ táva ramóicha ára 4 jasyrundy ary 1850-pe.
Wikipedia 	1992: Simón Cabido, que era de la tribu de Galacia, y el nombre genealogía de 1931;	1992: Simón Cabido, mba'eapohára Espáña pegua (ary reñói 1931).
Wikipedia 	Jesús es el Cristo, el Hijo de Dios, en la ciudad de ⁇  y en la ciudad de ⁇ .	Bom Jesus ha'ehína peteĩ táva Pindorama retãme, ñembýpe gotyo.
Wikipedia 	1973: Jimmy Clitheroe, humorista de la zona de ⁇  (la ⁇  ⁇ ).	1973: Jimmy Clitheroe, humorista Vyretáña pegua (ary reñói 1921).
Wikipedia 	La segunda argentina con Carmen Dora Parola se quedó sin mensajes.	Omenda argentina Carmen Dora Parola ndive, opytáva ipehẽnguekuéra.
Wikipedia 	1740: Louis-Sébastien Mercier, autor de un libro en el que murió: 1814.	1740: Louis-Sébastien Mercier, haihára Hyãsia pegua (ary omano: 1814).
Wikipedia 	1316: Carlos IV de Luxemburgo, emperador Checo (la muerte en el año 1378).	1316: Carlos IV de Luxemburgo, emperador checo (ñemano ary 1378).
Wikipedia 	Artículo 5: La tortura y otros actos delictivos contra Avavé no se deben utilizar para torturar o juzgar juzgar a personas físicas o morales.	Artículo 5: Tortura ha ambue tembiapo vai rehegua Avavére ndojepuruvaoeerãi tortura térã ñembosarái vai ojojaoe¥va yvypóra rekóre.
Wikipedia 	A lo largo de su carrera intenté fortalecer la paz en Corea para que su país la apoyara y se portara bien en Asia y el mundo.	Hembiapo pukukue aja oñeha'ãkuri omombarete py'aguapy Koréa-pe ikatuhag̃uáicha hetã oipytyvõ py'aguapy ha tekoporãve rekávo Asia ha yvórape.
Wikipedia 	A) Vivir con canas en medio de las comidas de la canasta; b) Cerrar el cabello, hacer el menor ingreso a la mesa, a través de un pequeño retablo. c) Ir altercado en el nivel de las aguas residuales de la planta.	Kuae oipota jei: a) Toiko kavi oyoavi mbae reve ïru vae ndive mborookuai jovai; b) Toñemboete jeko jare juvicha, jare toiko piaguive iyipi reta iporomboe rupi. c) Toyembori tëtaigua reta omokañi vaerä oipotague yoavi reta oyoupi jare ambue vae reta ndive, ipiapotaa jare jeko rupi kavi.
Wikipedia 	Tenda santos Guarani realizan trabajos de respiración.	Tenda marangatu Guaranikuéra ojapohápe apytu'ũ rehegua rembiapokuéra.
Wikipedia 	Confíenle todas sus preocupaciones, ya que él se preocupa de ustedes.	Karaiñe'ẽ, hyãsiañe'ẽ ha poytugañe'ẽ ha'e ko táva iñe'ẽ tee.
Wikipedia 	Tiene 30 días.	Orekóva 30 ára.
Wikipedia 	Se dice que unos 214 millones viven aquí, y que el 3% vive en el mundo, y la mitad vive en el mundo, y no tienen hijos.	Amo 214 sua tekove, oje'e va'erã, ko hína amo 3% opa yvypóra hetakuégui, umíva hetakue mbyte niko kuñanguéra, oiko tetã ambuéme ndaha'éiva hetã tee.
Wikipedia 	En el mundo antiguo, la letra de la letra del arcángel y la letra del arcángel eran dos cosas distintas.	Ymaguare, tai I ha tai J peteĩcha, latinañe'ẽ ojapova tai J, ipu omoambue ha ko'ãga tai J oñemoingoeva.
Wikipedia 	La Municipalidad de Asunción entrega a Neneco Norton el autodenominado Hijo Dilecto de la Ciudad de Asunción, cuyas obras están dentro de varias obras.	Municipalidad de Asunción ome'ẽ Neneco Norton-pe pe ojeheróva Hijo Dilecto de la Ciudad de Asunción, tavaguasu rehegua oĩ rupi hetaiterei hembiapokue ryepýpe.
Wikipedia 	1651: Lorenzo Antonio de Granda y Balbín, de la zona sur de ⁇ , el gobernador de Costa Rica (muerto: 1712).	1651: Lorenzo Antonio de Granda ha Balbín, ojokuaikuaáva Espáña pegua, gobernador de Costa Rica (ary omano: 1712).
Wikipedia 	1946: María Bethânia, cantante de catalán.	1946: Maria Bethânia, opurahéiva Pindoramagua.
Wikipedia 	Además de Venezuela.	Aves de Venezuela.
Wikipedia 	1904: Alberta Vaughn, madre de la familia de ⁇  (la muerte en 1992).	1904: Alberta Vaughn, mba'eapohára Tetãvore Joapykuéra pegua (ñemano ary 1992).
Wikipedia 	En el año 2010 una población de 146.663 habitantes de Franca equivale a una ciudad de ⁇ , ⁇  en Sao Paulo.	Ary 2010 oguerekova 146.663 tavayguakuéra Franca ha'ehína peteĩ táva Vrasilpe, tetãvore São Paulo-pe.
Wikipedia 	Cada uno de los congresistas forma parte de 164 países, países que se reúnen para un nuevo mandato la ONU realizó en la ciudad de Marrakech (en el país de Marrué), los días 10 y 11 de diciembre de 2018.	Ko ñemoñe'ẽpeteĩme oike 164 tetã, tetãnguéra oñembyatývo peteĩ amandaje guasúpe ONU ojapókuri táva Marrakech-pe (Marruéko retãme), ára 10 ha 11 jasypakõi 2018-pe.
Wikipedia 	Hugo Rodríguez-Alcalá nació en la ciudad de Asunción, entre la República del Paraguay entre 1917.	Hugo Rodríguez-Alcalá heñói tavaguasu Paraguaýpe, República del Paraguái tavaguasuetépe 1917 arýpe.
Wikipedia 	Falleció en Buenos Aires, Argentina, el 24 de abril de 1980.	Omano Buenos Aires, Argentina-pe, 24 Jasypateĩ 1980 jave.
Wikipedia 	El nombre "Malasia" se incorporó en 1923 desde 1963, en Singapura, Sarawak, en la colonia de Nueva Voneo y en la ciudad de Joaty Malasia.	Ko téra "Malaysia" ojeipuru ary 1963 guive, Singapúra, Sarawak, kolónia Yvate Vonéo ha Joaty Malásia pegua oñembojoajúvo ojapo hag̃ua ko tetã ko'ãgagua.
Wikipedia 	Guárdate a diario en la ciudad de Argentina.	Gualeguaychu arasẽme tava Argentina retãme.
Wikipedia 	Los antepasados de ustedes estaban en la nube y en el mar.	Jehai ypy oĩ saro'y XI peguare.
Wikipedia 	La manifestación de la Cumbre Nacional de Taragui revestirá este libro, el primero y último: Previamente de las Lenguas Ordinarias, los Estados Unidos y los Municipios, nos reunimos para reconstruir la ciudad de 1993, a fin de fortalecer a los demás pueblos, comunidades y comunidades, a fin de promover la justicia, la libertad, la seguridad y la soberanía de la nación, la democracia, la educación y la comunicación, la fortaleza de	Ko ñembotuicháva Aty Ombohekovoñaguasu Taragui Tetãmini rehegua omyatyrõ ko kuatia oñemoĩ porãva, peteĩete ha ipaha: Ñe'ẽ ñepyrũ mboyve Ore, Taragui Tetãmini ha itáva ñembyekoviaha, roñembyaty romyatyrõ haguã Tekovoñaguasu 1993-gua, oñemombarete haguã ko ysaja ambuererapeguáva, tavakuairetãva ha itavayguarekuaiva teko sambyhyha, oñemotenonde haguã teko porãmba, oñemohatã haguã tekojoja, oñemboapyra'ỹ haguã sãso, oñembombarete haguã tetã reko porã, tetã jerereko, tojejapo tekombo'e ha momarandu, toñemyatã kakuaha hatã, toñeñangareko porã tekoha resãi, toñemombarete Tetã ñembyaty rehegua, ha toñemombarete tava hekosãso, ro'e ha rojapouka Tupã rérape ko Tekovoñaguasu.
Wikipedia 	Entre sus obras se encuentra un sitio llamado "Influencia de la Lengua Guaraní en Sudamérica y Antillas" (1916), en el que explicaba que el Guarani tenía un papel y una lengua propia.	Hembiapoita apytépe oĩ peteĩ hérava "Influencia de la Lengua Guaraní en Sudamérica y Antillas" (1916), omyesakãháme avañe'ẽ jehai ha ñe'ẽpykuaa (semántica).
Wikipedia 	Polonia: Ivan Belov, ⁇  soviético (la muerte en el año ⁇ ).	1893: Ivan Belov, milíko soviético (ñemano ary 1938).
Wikipedia 	1963: Jorge Van Rankin, director de la institución y conductor de la compañía aérea.	1963: Jorge Van Rankin, mba'eapohára ha conductor Méhiko pegua.
Wikipedia 	En una obra de caridad señaló que nació en San Juan Bautista de las Misiones; el hijo del Vicecónsul argentino en Villa Florida (uno de sus puertos internacionales), y su madre fue docente en el colegio de esta ciudad.	Kuatiápe he'i heñói hague San Juan Bautista de las Misiones-pe; Vicecónsul argentino oikova'ekue Villa Florida-pe ra'y (kóva ha'e rupi peteĩ puerto internacional), ha isy katu mbo'ehára ombo'éva mbo'ehao ko távape.
Wikipedia 	Al que lo arruinó, sin duda, tenía muchas zonas que lo rodeaban.	Imichĩva, hakatu, oreko heta tenda ojoavýva.
Wikipedia 	Parte de su Obra.	Parte de su Obra.
Wikipedia 	Puede obrar con benignidad (compasión) para con los ignorantes y extraviados, puesto que él mismo está sujeto a flaquezas.	Ko mba'e ogueraha yvypórape upe ébola víru mba'asy térã ébola akãnundu huguýva, peteĩ mba'asy ováva ha ipochyetereíva, ikatu ombohasy yvypóra ha mymba okambúva ambuéva.
Wikipedia 	La zona Kópa (Copa Intercontinental) (1): 1979.	Yvorapegua Kópa (Copa Intercontinental) (1): 1979.
Wikipedia 	El camino más negro que transcurre en el 1 Mariscal Francisco Solano López es el camino que también lo une a la zona de Asunción, y a otras ciudades del interior de ⁇ .	Pe tape guasu 1 Mariscal Francisco Solano López ha'e tape hũ ohasáva ko tenda rupi ha avei ombojoajúva táva Paraguaýre, ha ambue táva tetãvore ryepype oĩva.
Wikipedia 	1927: Juan Bautista Avalle-Arce, crítico literario de Argentina (mayor en 2009).	1927: Juan Bautista Avalle-Arce, crítico literario Argentinaguagua (ñemano ary 2009).
Wikipedia 	La historia del paláu.	Paláu rembiasakue.
Wikipedia 	1990: Taylor Phinney, ciclista de ⁇  Crane.	1990: Taylor Phinney, ciclista Tetãvore Joapykuéra pegua.
Wikipedia 	Uno de los 8 lugares donde se realizó la reserva ecológica de Itaipú, fue la represa más grande de la tierra.	Ha'e peteĩva umi 8 tenda ojejapo va'ekue reserva ecológica-rã Itaipú, rupive ha'éva represa tuichavéva yvy ape ári.
Wikipedia 	(Cuenta: Rosa Jacilda Cardozo de Duarte – Ciudad del Este) Ante su rostro, Cardozo Cardozo de Duarte dijo a sus nietos: "No veréis un caballo que me va a dar".	(Omombe'úva: Rosa Jacilda Cardozo de Duarte – Ciudad del Este) Peteï karai he'i Kachíkepe: "Nderehecháipa peteï kavaju chemba'éva".
Wikipedia 	Por ejemplo: El León Mborevi Guasu de la Capital del Jurumi Vaka Kapií es una vergüenza y una mentira (en palabras: Kyllinga odora) en América.	Techapyrã: Leõ Mborevi Mbarakaja Guasu Kapi'yva Jurumi Vaka Kapi'í katĩ ha jasape (lasioñe'ẽ: Kyllinga odorata) peteĩ ka'avo Amérikaetéva.
Wikipedia 	1967: Paul Gascoigne, el gran personaje de la circuncisión.	1967: Paul Gascoigne, húvol ha'ãhára Vyretáña pegua.
Wikipedia 	1988: Tomasz Cywka, el auténtico zapato de la Poloña.	1988: Tomasz Cywka, vakapipopo ha'ãhára Polóña pegua.
Wikipedia 	1930: Horacio Gómez Bolaños, de la zona del euro (la muerte en 1999).	1930: Horacio Gómez Bolaños, mba'eapohára Méhiko pegua (ñemano ary 1999).
Wikipedia 	Danilo Gouveia 2009 -  ⁇  Deriva...	Danilo Gouveia 2009 - À Deriva ....
Wikipedia 	1963: Ariel Cuffaro Russo, el fundador de la Iglesia y maestro de la Argentina;	1963: Ariel Cuffaro Russo, vakapipopo ha'ãhára ha entrenador Argentina pegua.
Wikipedia 	1389: Murad I, sultán otomano (artículo 1326).	1389: Murad I, sultán otomano (ary reñói 1326).
Wikipedia 	2012: Robin Gibb, cantante de la banda Bee Gees (artículo 1949).	2012: Robin Gibb, opurahéiva Vyretáña pegua, de la banda Bee Gees (ary reñói 1949).
Wikipedia 	Murió en Piripucú (Concepción en el departamento), luego de que Jacinta lo expulsara de su domicilio "por su lealtad", donde se encuentra recluido por la Asociación Nacional Republicana (Partido Colorado), durante una guerra civil en 1947.	Omano Piripucú (Concepción departamento)-pe, Ña Jacinta omosẽ rire chupe hógagui "iñakãhatãre", oñorairõhápe Asociación Nacional Republicana (Partido Colorado)- rehehápe, guerra civil aja, 1947-pe.
